ts_code,market,name,industry,trade_date,close,ma3,ma5,ma10,ma15,ma20,ma30,ma50,ma60,ma75,ma90,ma120,ma150,ma200,score1_3,score1_5,score1_10,score3_5,score3_10,score3_15,score3_20,score3_30,score5_10,score5_20,score5_30,week_score,month_score
300174.SZ,创业板,元力股份,化工原料,20221202,26.28,25.2433,24.652,23.354,22.14,22.019,21.08,19.1422,18.7148,18.8339,18.6771,17.839,17.0764,16.2862,1.1019621562607442,1.1715873192992448,1.1279937762794747,1.0631828984715388,1.0236229709621452,1.2056359537488182,1.1999633758094328,1.4442961509712735,0.962791042287958,1.1286518787449773,1.3584644307650489,0.9283,2.0013
300515.SZ,创业板,三德科技,电器仪表,20221202,14.57,14.5733,14.68,15.258,14.5753,13.8475,13.13,11.7508,11.65,11.5531,11.4518,11.1067,10.7164,10.6975,1.1055515981525312,0.923632908111844,0.6382360607851447,0.8354498421017268,0.5773010159378272,0.6029458015193142,0.7528483300983637,0.8365209769374788,0.691006194322236,0.9011292984441008,1.0012821054978684,0.5279,1.7963
300554.SZ,创业板,三超新材,矿物制品,20221202,29.5,28.6833,28.356,28.727,28.306,27.055,24.7623,23.034,23.1945,24.6529,24.6864,22.4928,20.7087,19.6573,1.2382067771105718,1.2284099103159225,0.9999231912983766,0.9920878588489792,0.8075575176803313,0.591018974894789,0.5552249534770625,0.6145441147518911,0.8139979846313813,0.5596530070645505,0.6194452530291878,0.6863,1.8914
300587.SZ,创业板,天铁股份,橡胶,20221202,12.79,12.7667,12.718,12.606,12.53,12.668,12.1347,11.834,11.7915,11.9945,12.3707,12.3232,11.5874,11.4135,0.7630205698261033,0.7994602110084241,0.7429630693094392,1.047757088895553,0.9737130277873958,0.9179925423638848,0.7839677523723072,0.7735798208820366,0.9293308898666508,0.748234262197827,0.7383198158052756,0.868,1.2323
300700.SZ,创业板,岱勒新材,矿物制品,20221202,38.76,37.8133,37.55,38.244,37.5787,37.57,36.746,34.6026,34.563,34.9111,34.9842,33.9018,31.1936,28.3175,1.2908847184986594,1.4044434149825311,1.1269321713630778,1.08796966518896,0.8729921078264342,0.953865535947651,0.9233122790540638,0.7793372990511773,0.8024048241039992,0.8486562710309592,0.7163226365468758,0.67,0.7598
300716.SZ,创业板,国立科技,塑料,20221202,18.6,17.6667,17.066,16.455,15.396,14.6595,13.589,11.957,11.5067,11.1765,10.8757,10.4316,10.1853,10.0607,1.0610367722512557,1.08418537406463,0.9637176556422484,1.02181696470732,0.9082792235348072,1.0935868480331283,1.1230129156902724,1.3925089794491157,0.8888864198833951,1.099035301309504,1.3627773148667317,0.8,2.0688
300839.SZ,创业板,博汇股份,石油加工,20221202,20.6,19.4033,19.09,18.337,18.0927,17.7705,16.8323,15.4058,15.1812,15.0363,14.8859,14.5563,14.2365,14.145,1.4760025883429873,1.3570091559412043,1.8573664287388236,0.91938128473381,1.2583761325405052,1.2378467225060792,1.138392656620845,1.1604685024588133,1.368720631402503,1.238216043249614,1.2622276760776197,2.1682,1.4057
300986.SZ,创业板,志特新材,铝,20221202,39.25,39.2733,38.758,36.72,36.2847,35.231,34.607,34.6844,35.0643,35.086,34.7953,33.9049,31.8679,31.515,0.638543800627737,0.4741787182729426,0.6101881211324446,0.7425938797100357,0.955593211511228,0.947757299175809,0.9304358964606556,1.015036589925752,1.2868315207288854,1.2529538983326494,1.3668798217433444,1.8044,1.3281
301035.SZ,创业板,润丰股份,农药化肥,20221202,91.4,92.5267,92.062,89.715,89.524,89.68,91.3583,94.4198,95.9172,94.1744,91.0737,87.1063,84.0112,80.3921,0.5987109216402761,0.5371159554899926,0.7581278477189329,0.8971206905971699,1.26626694171856,1.3027610282450015,1.233570084798553,1.0898531485937113,1.4114789180435323,1.375032476374416,1.2148344810420644,2.3983,0.8813
301073.SZ,创业板,君亭酒店,酒店餐饮,20221202,72.28,74.4333,75.374,71.314,71.344,72.705,72.4343,69.584,67.8803,65.764,65.3212,63.7748,60.9956,55.4521,0.7605774016923842,0.7210517540244565,1.014219875966042,0.9480320509392234,1.3334867348270805,1.269175208089702,1.1972039418143388,1.2150050196822617,1.4065840216119103,1.262830661292789,1.2816075347648277,2.3703,1.1833
600004.SH,主板,白云机场,机场,20221202,14.22,14.3967,14.314,13.928,14.0567,14.4075,14.4667,14.3084,14.1928,14.01,13.8966,13.7322,13.352,13.2503,0.5788905230260135,0.5501395495105941,0.7221486437675225,0.9503343510183402,1.2474701433919857,1.1322561340514663,1.112598291319427,1.1244270114675223,1.3126644765131836,1.170744054581644,1.1831909582797164,1.9098,1.3799
600028.SH,主板,中国石化,石油加工,20221202,4.5,4.5133,4.496,4.431,4.3827,4.3555,4.308,4.3032,4.2887,4.2381,4.1899,4.1294,4.0823,4.0239,0.7962555066079295,0.712806861875185,0.6124912637397548,0.8951986591738146,0.7692144778363725,0.8927781328351604,0.9774476559556486,0.8827532568539762,0.8592667895037803,1.0918779266914254,0.9860976083997663,0.7533,0.8598
600084.SH,主板,中葡股份,红黄酒,20221202,7.38,7.38,7.36,7.35,7.2767,7.2185,7.067,6.953,7.0292,7.0412,6.96,6.6898,6.4514,5.9724,0.8507785077850778,0.6367972191908169,0.6500526066057392,0.748487665548415,0.7640679691099512,0.8822455137367,0.848501510135664,0.9144253876287984,1.0208157118395806,1.1336212327747166,1.2216973368008692,1.0425,1.2647
600130.SH,主板,波导股份,通信设备,20221202,4.69,4.5433,4.312,4.328,4.212,4.1265,3.9953,3.903,4.0087,4.0301,4.034,3.9808,3.8588,3.8556,0.9198056079687568,1.2558007872175991,1.199230737544539,1.365289335418202,1.3037871558457312,1.72464811169611,2.13751362677834,2.735214460905661,0.9549530066799856,1.5656121902714473,2.003395463473563,0.9138,2.5315
600149.SH,主板,廊坊发展,综合类,20221202,7.22,6.83,6.784,6.651,6.5973,6.387,6.147,6.1184,6.0545,6.0003,5.9918,6.01,5.8471,5.7421,1.2550642372771192,1.2698767607949388,1.6304336353983946,1.011802203487174,1.29908381337966,1.098143431707146,1.285503963326221,1.487134132687664,1.283930603138015,1.2705091557378847,1.4697874026783686,1.793,1.0312
600150.SH,主板,中国船舶,船舶,20221202,23.61,24.5367,24.946,25.357,25.2693,25.397,25.75,25.1808,25.427,25.6009,25.187,23.7803,22.4226,21.5922,1.4368418544813455,1.5226568101715798,1.6315521793706442,1.0597247048605851,1.1355127039778383,1.1906616993513492,1.1955032626125397,1.1625558095477255,1.0715166861446563,1.1281262549879094,1.0970356774882102,1.1541,0.8825
600213.SH,主板,亚星客车,汽车整车,20221202,9.5,9.5633,9.142,8.883,8.9407,9.0105,8.86,9.0876,9.088,8.9964,8.9621,9.1013,8.8132,8.4827,0.6317816993520857,0.9572801687697036,1.5041496995580277,1.5152071827205948,2.380806061809935,2.6805148030932915,2.744048002327616,2.3957657173226945,1.5712742712419925,1.81100514412861,1.5811472811401497,3.665,0.7816
600302.SH,主板,标准股份,纺织机械,20221202,5.97,5.95,5.992,6.548,6.276,6.0425,5.7387,5.4112,5.4415,5.4585,5.4426,5.3347,5.1908,5.18,0.7529438194626947,0.5977455449982435,0.4640233222442957,0.7938780152612162,0.6162788115790971,0.757622857847526,0.9851978942009928,1.4157294200813004,0.7762890516325961,1.2409940510530764,1.7833085094508778,0.6344,12.174
600387.SH,主板,海越能源,石油贸易,20221202,8.55,8.7567,8.848,9.686,9.606,9.3895,9.084,8.6448,8.5123,8.2925,7.9364,7.5215,7.1879,7.0071,0.9227394649392684,0.8999848560240573,0.9159341721241894,0.975340158538999,0.9926249032650544,1.1603462607574957,1.4102525112532476,1.783845016973892,1.0177217605311637,1.4459083827387167,1.8289465489106744,1.0361,2.7854
600557.SH,主板,康缘药业,中成药,20221202,24.0,24.6333,24.778,24.698,23.35,22.303,21.1427,18.3318,17.4577,16.6605,16.256,15.845,15.426,14.8142,0.8549858028677323,0.8027616655703722,0.7226672677865891,0.9389181234095424,0.8452389096551898,1.006926847255759,1.204255923158393,1.4570418124125195,0.9002264293140168,1.2825995080223984,1.5518305335522629,0.8186,1.9379
600583.SH,主板,海油工程,石油开采,20221202,5.74,5.72,5.676,5.578,5.5287,5.467,5.247,4.9552,4.9082,4.8081,4.7038,4.5802,4.4976,4.479,0.6101631116687578,0.6317717670901863,0.6574109122370627,1.0354145555642165,1.077434705023523,1.0412130502186068,1.02520565213756,0.8839971014064096,1.0405829232682635,0.9901402743743608,0.8537615167334626,1.0846,0.9506
600600.SH,主板,青岛啤酒,啤酒,20221202,103.0,102.9667,100.944,97.818,98.2447,98.462,95.8327,98.349,98.5332,99.7107,100.2569,99.056,96.3184,93.9125,0.7157658919070288,0.6753462933238213,0.8443167178674067,0.9435295827305816,1.1795989825917486,1.2428434699382236,1.2363888167575523,1.045210245753193,1.2501981964126452,1.3103869124902623,1.107766269212617,1.6674,0.8193
600601.SH,主板,*ST方科,元器件,20221202,2.88,2.9033,2.874,2.746,2.68,2.655,2.6123,2.5674,2.5682,2.572,2.5599,2.5268,2.5033,2.4945,0.6453941574890466,0.5282885884538988,0.78014240319185,0.8185518606323373,1.2087844213326184,1.5192522413599454,1.7415646836182423,1.8996135966080765,1.4767352924942638,2.1276167917728155,2.3207003587293915,2.8222,1.7489
600644.SH,主板,乐山电力,水力发电,20221202,8.11,8.0633,8.018,8.087,7.9467,7.8515,7.5567,7.2654,7.2842,7.4477,7.3163,7.0951,6.857,6.6974,0.8181475785443018,0.8795780778652847,0.608917925025798,1.0750848635771604,0.7442641657746173,0.7835542390158908,0.7040922141800738,0.7431579021026324,0.6922841079709802,0.6549178004770041,0.6912551067177173,0.5294,1.572
600685.SH,主板,中船防务,船舶,20221202,22.89,23.5167,23.978,24.434,24.714,24.97,25.5613,24.3668,24.031,23.6819,23.3147,21.726,20.4161,19.7584,1.2766796420807849,1.317969031328772,1.371903520208605,1.0323412294572916,1.074587136027814,0.980509759990483,0.9023026255770248,0.7130163971062659,1.0409224250325944,0.8740352509715912,0.6906789894278496,1.0853,0.7152
600760.SH,主板,中航沈飞,航空,20221202,61.88,62.2767,63.244,64.193,64.7387,65.1405,66.8783,66.107,65.7662,65.1832,64.7364,63.3448,61.3924,59.5862,0.6178037027643926,0.7384951191414539,0.8492243332752312,1.195355605408355,1.3745860205682416,1.3660457542757505,1.3548664204106176,1.248845274732236,1.1499389925047938,1.133442144145692,1.0447479135764022,1.3528,0.956
600766.SH,主板,园城黄金,黄金,20221202,16.7,15.4533,14.848,14.115,14.0707,14.2175,14.1567,14.0916,13.5725,13.2056,12.6172,11.5597,10.6583,9.4522,1.4770711367884974,2.0080635040160644,2.877341737437677,1.359490043507363,1.9480048494439477,2.02337664763494,2.1491770848575182,2.0967963080357648,1.4328937962783963,1.580870043970924,1.542340319482015,2.5267,0.8152
600778.SH,主板,友好集团,百货,20221202,7.15,7.24,7.244,6.902,6.8487,6.7735,6.664,6.742,6.9373,7.1439,7.105,6.9164,6.7106,6.2478,0.7273253461607625,0.6110646856365878,1.0351852118454965,0.8401531568535804,1.4232766908369048,1.9653909532287492,2.4924872558226827,3.230914758914192,1.6940681341568171,2.9667058148744974,3.8456259225569593,5.5374,3.0817
600790.SH,主板,轻纺城,商品城,20221202,4.34,4.31,4.3,4.242,4.196,4.152,4.09,3.948,3.9225,3.8655,3.8012,3.7543,3.7266,3.6799,0.7670915411355737,0.7190702052934574,0.8101740895230132,0.9373981679278756,1.0561635034114203,0.967892680677662,0.8810880024503027,0.8584834233228514,1.1266967864318278,0.9399292985583204,0.9158151281867069,1.2902,0.8702
600941.SH,主板,中国移动,电信运营,20221202,72.44,73.3867,72.722,70.855,69.0007,68.3335,68.0727,68.0636,67.3704,66.3016,64.9426,63.5094,63.1178,62.4149,0.5897121229498796,0.6825295687149059,0.6860100225748091,1.157394501745583,1.1632964558083434,1.3275090819952682,1.4732432895956311,1.5695797832219316,1.0050993451704318,1.2728963956314678,1.3561320542431217,1.0103,1.167
600962.SH,主板,国投中鲁,软饮料,20221202,12.73,12.78,12.668,12.651,12.3247,12.144,11.781,11.2096,11.2377,11.3947,11.4332,11.3039,11.0355,10.7077,0.7981002192054761,0.8118501247916878,0.5991915692218854,1.01722829446144,0.7507723401183775,0.9159275514445332,1.0868274985789284,1.1831322998803355,0.7380568788797459,1.068420436687063,1.163094171015693,0.5849,1.3687
600971.SH,主板,恒源煤电,煤炭开采,20221202,8.16,8.29,8.334,8.284,8.3467,8.34,8.2457,8.142,8.1233,8.0993,7.9633,7.8998,7.7683,7.5747,0.8237095623215984,0.9814014453733882,1.1168537966901169,1.191441122289925,1.3558830050998814,1.323014547180648,1.3519260685530066,1.319264111716942,1.1380193110121148,1.134698176234368,1.1072843525673717,1.3202,0.8225
601021.SH,主板,春秋航空,空运,20221202,55.5,55.65,54.792,52.032,52.1473,52.827,52.955,52.5756,51.9317,51.3589,51.2872,51.4314,50.342,50.2669,0.6396142843960506,0.5593753782835008,0.66002970919271,0.8745511035790663,1.0319183378087566,0.9774334367558988,1.0094193533363605,1.0712096949568035,1.1799405816145805,1.154214258269587,1.2248680386691182,1.4388,1.484
601028.SH,主板,玉龙股份,商贸代理,20221202,25.36,24.55,24.31,24.244,24.186,24.3431,24.2476,23.9276,23.9712,23.1269,22.288,21.273,20.8097,20.4951,1.6108488091490925,2.029370555423375,2.181226646966059,1.2598144182726625,1.3540852714279623,1.404329931337977,1.476301115241636,1.3260029772808428,1.0748291587935273,1.171840148698885,1.0525383406064934,1.1618,0.7633
601111.SH,主板,中国国航,空运,20221202,10.03,10.2,10.102,9.779,9.8173,10.078,10.1503,10.2718,10.2787,10.2464,10.1721,10.1967,9.9825,9.9404,0.6276934378060725,0.6233434650455927,0.8491503527775017,0.9930699088145896,1.3528106263870945,1.265807091495165,1.218649757553152,1.2661799128803737,1.3622511510815198,1.2271540469973892,1.275015889255763,2.136,1.3136
601319.SH,主板,中国人保,保险,20221202,5.3,5.3433,5.366,5.283,5.194,5.1335,5.0553,5.0544,5.067,5.0025,4.9404,4.9169,4.8181,4.7262,0.7963363863447128,0.6752520545623993,0.6465744534133776,0.8479482617413651,0.8119363431090197,0.9153684338892104,0.9994840298929776,1.1101662014013425,0.957530523668519,1.1787087431966845,1.309238135734226,0.9185,1.4174
601628.SH,主板,中国人寿,保险,20221202,35.3,35.6767,35.236,33.917,33.3487,32.5735,31.0463,30.9622,30.9402,30.4127,29.8829,29.6243,28.585,28.1334,0.8260869565217391,0.8114218723831854,0.9507456828885402,0.982247529727014,1.1509026687598118,1.2581337146943157,1.4288324502101224,1.5313982331694158,1.171703296703297,1.4546561909982336,1.5590756777927677,1.4146,1.2452
601890.SH,主板,亚星锚链,船舶,20221202,9.32,9.47,9.466,9.507,9.5193,9.6045,9.5947,9.0006,8.9755,9.0821,9.2022,8.8767,8.4603,8.3231,0.9415176476721756,0.8829979170944937,0.7675780440610646,0.93784531737417,0.8152561409325015,0.7606391732544975,0.667518421704006,0.612797307410611,0.8692863586663733,0.7117574821111866,0.6534097852366038,0.7688,0.9508
601958.SH,主板,金钼股份,小金属,20221202,10.19,10.02,10.052,9.984,9.9207,9.891,9.5023,9.1082,8.9668,8.8703,8.7912,8.8023,8.535,8.1285,0.9245892869084504,1.0380815088446405,1.1778235905474248,1.1227487961878446,1.2738884250819236,1.1768239577758892,0.9653879757431773,1.0501809567061664,1.1346157122655174,0.8598432516882079,0.9353659164649534,1.3111,1.0761
603031.SH,主板,安孚科技,超市连锁,20221202,49.81,49.0667,48.728,49.224,48.5767,47.9315,46.3077,45.3122,45.717,47.1008,46.7581,45.5338,44.6595,43.9777,1.4389509470616804,1.1943691950464397,0.9533462685702702,0.8300277347781218,0.6625286779351244,0.7318442902638762,0.6765104022920528,0.6052322163433276,0.7982006506231116,0.8150455387769587,0.7291710758377427,0.6642,0.6461
603136.SH,主板,天目湖,旅游景点,20221202,30.01,30.3033,29.8,28.19,28.074,28.6405,28.6393,27.5556,27.0213,26.4155,25.8539,25.8866,25.4649,24.4482,0.5971454355883048,0.6021905549547256,0.8593421973407976,1.0084487280078602,1.4390835902382435,1.4224024047976311,1.3645645774898791,1.5000801739116725,1.4270270270270269,1.3531323304710867,1.48751258467548,2.4906,1.6075
603203.SH,主板,快克股份,专用机械,20221202,29.47,30.1533,30.094,29.472,28.5373,27.895,27.2753,25.8162,25.6737,25.9165,25.85,25.4289,24.5069,24.261,0.9741490843949044,1.1145555783288927,1.065474732631235,1.1441324497278589,1.0937491495904426,1.2703951652158518,1.5060629224935171,1.6506361553056743,0.955963752143032,1.3163361661945228,1.4426967399607378,0.9156,1.8739
603289.SH,主板,泰瑞机器,专用机械,20221202,11.96,11.91,11.308,10.856,10.7093,10.688,10.5107,10.0462,10.1043,10.5255,10.7048,10.3262,9.953,9.7626,0.9446230815891608,1.414478284983964,2.4215565055309343,1.4973996640060447,2.5635161290544533,3.4736049137318585,4.101498813828939,4.578499214129207,1.7119785656931368,2.73908089631599,3.0576333921968373,5.9439,2.0006
603311.SH,主板,金海高科,家用电器,20221202,15.26,14.5933,14.25,14.357,14.388,14.422,14.1397,13.5364,13.6942,13.7525,13.9548,13.6694,13.041,12.7552,1.1104184799228436,1.4581145363563357,1.9035272010226345,1.3131216408228827,1.714243085323021,2.010648159826451,2.1298309602300622,2.2404476222265166,1.305471657788513,1.621960139881161,1.7061996029724362,1.8797,1.3089
603619.SH,主板,中曼石油,石油开采,20221202,20.32,20.03,19.78,19.657,19.862,20.423,20.3662,20.7712,21.066,21.0626,20.7961,20.5797,19.8759,18.8153,1.1400137020877654,1.362171477811288,1.3920271924340224,1.1948728996122362,1.2210618081911928,1.221416743006131,1.1510812269123816,1.1484674263391472,1.021917735842411,0.963350350724277,0.9611628372455776,1.0448,0.9545
603689.SH,主板,皖天然气,供气供热,20221202,9.59,9.38,8.998,8.571,8.4013,8.285,8.012,7.8132,7.8472,7.8743,7.8257,7.6847,7.5422,7.3818,1.0235505061890855,1.3519122504518355,2.08744715384566,1.3208065867558567,2.039417831580883,2.399679437178242,2.8795986596827654,3.105244135919043,1.5440700039133417,2.1801819347036937,2.351021085945742,3.3866,1.5567
603766.SH,主板,隆鑫通用,摩托车,20221202,5.21,5.2667,5.292,5.394,5.4953,5.574,5.5083,5.295,5.2665,5.2048,5.1597,5.0482,4.923,4.8237,0.865795039415497,0.9048709910778876,0.7899029943691124,1.0451330278916486,0.9123440980932164,0.8540229885057472,0.691443043359767,0.5926772846924938,0.8729454277544861,0.6615837648482108,0.5670831070070613,0.7745,0.8431
603787.SH,主板,新日股份,摩托车,20221202,20.41,20.2833,20.276,20.423,20.4973,20.919,21.593,21.3912,21.6313,21.7579,21.3408,19.9472,18.6192,17.4301,1.0352225424271535,1.002770827733091,0.9861517813567596,0.9686524265420484,0.9525988286969256,0.9362321543965306,0.8380030679373711,0.7458227082277455,0.9834268748983244,0.8651225609674289,0.7699590563048778,0.9674,0.684
603810.SH,主板,丰山集团,农药化肥,20221202,21.2,20.3033,20.116,19.401,18.6873,18.2015,17.3723,16.7934,16.4398,15.9601,15.578,14.9547,14.4117,14.2346,1.0928380386329868,1.1699392983036614,1.1446212786846757,1.0705514055560503,1.047384185232483,1.2506194251734388,1.42330067989723,1.6199216550732551,0.9783595442467014,1.329502415774196,1.513165688883346,0.9576,1.4764
603823.SH,主板,百合花,染料涂料,20221202,17.04,16.53,16.286,16.465,16.3867,16.4145,16.01,15.6928,15.9165,16.0283,15.903,15.1208,14.4497,14.1924,1.211635852090032,1.5001343604442852,1.7450765864332605,1.238106612524384,1.4402648975953134,1.480379615029899,1.4354536275782486,1.3228905797217037,1.1632801917265811,1.1593942016443093,1.068478729004163,1.3903,0.9086
603863.SH,主板,松炀资源,造纸,20221202,13.14,12.9867,12.932,12.684,12.5627,12.4865,11.92,11.048,10.943,10.7643,10.5269,10.027,9.5342,9.4321,0.9164139499620926,0.9152392953914884,1.0645692968715597,0.9987182052710428,1.161668585376287,1.279964141226268,1.0819425280284984,1.1396268101743134,1.1631595171142606,1.0833311361685547,1.1410894526199509,1.3899,1.2936
605008.SH,主板,长鸿高科,橡胶,20221202,18.21,18.1867,18.154,17.979,17.466,17.328,17.0803,16.5488,16.5205,16.6295,16.7793,16.2712,15.2305,14.4807,0.8048997277929005,0.6350980546861987,0.596103051896224,0.7890399670374948,0.7405929351358911,0.9892652365861254,1.1344036046823058,1.3356631941352803,0.938600027976401,1.4377010697461914,1.6927700115751048,0.8843,1.785
605108.SH,主板,同庆楼,酒店餐饮,20221202,33.04,33.1067,32.994,31.676,31.5173,31.648,31.062,28.963,28.3335,26.9739,25.8967,24.3284,23.0435,21.6707,0.7921264724116551,0.7648991160614284,1.0488456854246515,0.9656275136628976,1.3240886675979988,1.2398987004928006,1.200987160951097,1.0185459987497083,1.3712209406454847,1.243737511574638,1.0548021719949507,2.1808,0.881
605198.SH,主板,安德利,软饮料,20221202,22.83,21.1033,20.526,19.622,19.4953,19.2645,18.9307,21.0252,21.4358,21.9653,21.8879,20.9814,20.1542,19.2565,1.3805689452440058,1.6640062060837526,2.423921940760165,1.2053046766089983,1.755741318903674,1.8649843031845048,2.1540671947150725,2.27324524450044,1.4566784257763543,1.787155759467656,1.8860337046861733,2.6811,0.7438
605259.SH,主板,绿田机械,农用机械,20221202,35.57,35.0333,34.862,34.958,34.2273,33.5825,33.7027,33.5244,33.3143,33.0861,32.5786,31.3335,30.2285,29.8461,1.3603444984196345,1.0890453531143969,0.7918210105200771,0.8005658525319015,0.5820738874895047,0.4713628637136287,0.4981507312536986,0.4908567632462917,0.7270780856423175,0.6222482881055035,0.6131372724603337,0.5712,0.9519
605499.SH,主板,东鹏饮料,软饮料,20221202,173.33,173.19,172.928,173.079,173.518,171.399,167.4947,156.222,153.5433,153.2416,154.129,154.601,149.9937,149.5008,1.3628753793031283,1.3718035135021274,1.438384150718364,1.006550954206513,1.0554040175366914,0.9637764466226983,0.9842886642532352,0.855286512479827,1.0485351120338366,0.9778826001204998,0.8497200354393075,1.102,0.7853
688385.SH,科创板,复旦微电,半导体,20221202,79.3,77.5567,76.896,78.73,79.8,80.947,85.002,82.489,81.5095,78.9176,75.903,71.9117,68.2426,62.3713,0.8328358208955224,0.922009253139458,1.0224054010941872,1.1070720423000662,1.2276193884105833,1.2603386869756887,1.2742459126800334,1.3312025780995551,1.1088884386060969,1.1510054124685911,1.2024534332326131,1.2444,1.2585
688456.SH,科创板,有研粉材,铜,20221202,34.01,33.3633,32.604,32.25,31.7253,31.6455,30.984,29.3338,29.1373,29.6853,29.6559,28.3078,26.9624,26.4251,0.7870685464268352,0.8766076902572304,0.7066450893756463,1.1137628282020524,0.8978189924927142,1.0399905623932113,1.0940683583042163,1.0803105877790224,0.8061132673480077,0.9823171779492508,0.969964664310954,0.6752,1.2186
688520.SH,科创板,神州细胞-U,生物制药,20221202,75.0,75.64,79.19,83.295,84.1407,80.4765,73.3957,63.5454,61.2723,59.4883,58.7697,57.6088,55.6201,54.154,0.622914509045002,0.7190012983749371,0.7177218530586861,1.1542535740213322,1.1521996078708046,1.0285016311970714,1.1109501440095673,1.227475983197285,0.9982205243312596,0.9624836076002786,1.0634370218329507,0.9964,1.9309
688697.SH,科创板,纽威数控,机床制造,20221202,24.95,24.5167,23.996,24.416,24.308,23.7915,22.6427,19.3736,18.4815,17.9985,17.9046,17.2197,16.3576,15.9606,1.0179157865523674,0.979354069256877,0.8114855048415527,0.9621169866850212,0.7972029863000905,0.7379184750208205,0.6967972187843786,0.5820321064843827,0.8285925696487879,0.7242333608360837,0.6049494131579334,0.7073,0.836
